query_protein,train_protein,similarity_score
protein_0123,protein_0137,0.11965811965811966
protein_0123,protein_0138,0.11965811965811966
protein_0123,protein_0139,0.27300019903468176
protein_0123,protein_0140,0.13636363636363635
protein_0123,protein_0141,0.13946869070208728
protein_0123,protein_0142,0.13953488372093023
protein_0123,protein_0145,0.3700368476049056
protein_0123,protein_0148,0.14942528735632185
protein_0123,protein_0149,0.4045969547693685
protein_0123,protein_0150,0.1590909090909091
protein_0123,protein_0151,0.15555555555555556
protein_0123,protein_0152,0.38523413206511803
protein_0123,protein_0153,0.15937884228942223
protein_0123,protein_0154,0.15901797175866494
protein_0123,protein_0155,0.1282051282051282
protein_0123,protein_0156,0.14018691588785046
protein_0123,protein_0157,0.12359550561797752
protein_0123,protein_0158,0.546925195819145
protein_0123,protein_0159,0.14606741573033707
protein_0123,protein_0160,0.1724137931034483
protein_0123,protein_0161,0.1452991452991453
protein_0123,protein_0162,0.20987654320987653
protein_0123,protein_0164,0.2
protein_0123,protein_0165,0.36009168035030104
protein_0123,protein_0166,0.1724137931034483
protein_0123,protein_0167,0.12605868118572294
protein_0123,protein_0169,0.14754098360655737
protein_0123,protein_0170,0.15476190476190477
protein_0123,protein_0171,0.13793103448275862
protein_0123,protein_0172,0.1111111111111111
protein_0123,protein_0173,0.1839080459770115
protein_0123,protein_0174,0.16091954022988506
protein_0123,protein_0175,0.1590909090909091
protein_0123,protein_0176,0.29889282593456823
protein_0123,protein_0177,0.3633295136236313
protein_0123,protein_0178,0.13157894736842105
protein_0123,protein_0179,0.13445378151260504
protein_0123,protein_0180,0.14942528735632185
protein_0123,protein_0181,0.17045454545454544
protein_0123,protein_0183,0.15
protein_0123,protein_0184,0.13793103448275862
protein_0123,protein_0185,0.14285714285714285
protein_0123,protein_0186,0.15151515151515152
protein_0123,protein_0187,0.1590909090909091
protein_0123,protein_0188,0.40107593711041983
protein_0123,protein_0189,0.16129032258064516
protein_0123,protein_0190,0.14444444444444443
protein_0123,protein_0191,0.16091954022988506
protein_0123,protein_0192,0.18072289156626506
protein_0123,protein_0193,0.1724137931034483
protein_0123,protein_0194,0.1590909090909091
protein_0123,protein_0196,0.12643678160919541
protein_0123,protein_0197,0.1511627906976744
protein_0123,protein_0199,0.17582417582417584
protein_0123,protein_0200,0.15306122448979592
protein_0123,protein_0201,0.18811881188118812
protein_0123,protein_0202,0.13793103448275862
protein_0123,protein_0203,0.1282051282051282
protein_0123,protein_0204,0.41210141340812845
protein_0123,protein_0205,0.09004739336492891
protein_0123,protein_0206,0.18888888888888888
protein_0123,protein_0207,0.13709677419354838
protein_0123,protein_0209,0.17582417582417584
protein_0123,protein_0210,0.16091954022988506
protein_0123,protein_0211,0.147538697531725
protein_0123,protein_0212,0.2112676056338028
protein_0123,protein_0213,0.16091954022988506
protein_0123,protein_0214,0.21212121212121213
protein_0123,protein_0215,0.1388888888888889
protein_0123,protein_0216,0.1368421052631579
protein_0123,protein_0217,0.16666666666666666
protein_0123,protein_0218,0.136
protein_0123,protein_0220,0.14772727272727273
protein_0123,protein_0221,0.2
protein_0123,protein_0222,0.14942528735632185
protein_0123,protein_0223,0.1917808219178082
protein_0123,protein_0224,0.21664457318669808
protein_0123,protein_0225,0.13414634146341464
protein_0123,protein_0226,0.17777777777777778
protein_0123,protein_0227,0.1791044776119403
protein_0123,protein_0229,0.12195121951219512
protein_0123,protein_0230,0.15789473684210525
protein_0123,protein_0231,0.13636363636363635
protein_0123,protein_0232,0.38192363264581874
protein_0123,protein_0233,0.13385826771653545
protein_0123,protein_0234,0.16
protein_0123,protein_0235,0.12858289514636265
protein_0123,protein_0236,0.13293297171638901
protein_0123,protein_0237,0.13293297171638901
protein_0123,protein_0239,0.11494252873563218
protein_0123,protein_0240,0.13793103448275862
protein_0123,protein_0241,0.13636363636363635
protein_0123,protein_0242,0.2500976522909108
protein_0123,protein_0243,0.13793103448275862
protein_0123,protein_0244,0.1505278485620677
protein_0123,protein_0245,0.1165761626287942
protein_0123,protein_0246,0.1827956989247312
protein_0123,protein_0247,0.16872427983539096
protein_0123,protein_0248,0.16091954022988506
protein_0123,protein_0249,0.13636363636363635
protein_0123,protein_0250,0.14328503761493452
protein_0123,protein_0251,0.15730337078651685
protein_0123,protein_0252,0.14285714285714285
protein_0123,protein_0253,0.13157894736842105
protein_0123,protein_0254,0.13315696649029982
protein_0123,protein_0255,0.08771929824561403
protein_0123,protein_0256,0.1568627450980392
protein_0123,protein_0257,0.1414141414141414
protein_0123,protein_0258,0.16666666666666666
protein_0123,protein_0259,0.3379937304075235
protein_0123,protein_0260,0.3379937304075235
protein_0123,protein_0261,0.13131313131313133
protein_0123,protein_0262,0.13333333333333333
protein_0123,protein_0263,0.12408759124087591
protein_0123,protein_0264,0.14772727272727273
protein_0123,protein_0265,0.14772727272727273
protein_0123,protein_0266,0.12265566391597899
protein_0123,protein_0267,0.15730337078651685
protein_0123,protein_0268,0.12195121951219512
protein_0123,protein_0269,0.11666666666666667
protein_0123,protein_0270,0.1780821917808219
protein_0123,protein_0271,0.2748885870625001
protein_0123,protein_0272,0.17259956355701037
protein_0123,protein_0273,0.1716364160184385
protein_0123,protein_0274,0.16842105263157894
protein_0123,protein_0275,0.16831683168316833
protein_0123,protein_0276,0.16853932584269662
protein_0123,protein_0277,0.3191103149723839
protein_0123,protein_0278,0.13043478260869565
protein_0123,protein_0279,0.14444444444444443
protein_0123,protein_0280,0.16049382716049382
protein_0123,protein_0281,0.13274336283185842
protein_0123,protein_0282,0.18309859154929578
protein_0123,protein_0283,0.091324200913242
protein_0123,protein_0284,0.11765644955300128
protein_0123,protein_0285,0.13793103448275862
protein_0123,protein_0287,0.16666666666666666
protein_0123,protein_0288,0.19753086419753085
protein_0123,protein_0289,0.16793818466353677
protein_0123,protein_0290,0.17142857142857143
protein_0123,protein_0291,0.1314647377938517
protein_0123,protein_0292,0.31999621068586587
protein_0123,protein_0293,0.17391304347826086
protein_0123,protein_0294,0.1314647377938517
protein_0123,protein_0295,0.4181403916646085
protein_0123,protein_0296,0.12280701754385964
protein_0123,protein_0297,0.33429467084639497
protein_0123,protein_0298,0.2713647348594026
protein_0123,protein_0299,0.14761720263463773
protein_0123,protein_0300,0.14477848101265822
protein_0123,protein_0301,0.14567307692307693
protein_0123,protein_0303,0.2375
protein_0123,protein_0304,0.17933006535947713
protein_0123,protein_0305,0.14013119702774876
protein_0123,protein_0306,0.11965811965811966
protein_0123,protein_0307,0.1016949152542373
protein_0123,protein_0308,0.12173913043478261
protein_0123,protein_0309,0.13570150779453105
protein_0123,protein_0310,0.15151515151515152
protein_0123,protein_0311,0.12222222222222222
protein_0123,protein_0312,0.14942528735632185
protein_0123,protein_0313,0.1107397504456328
protein_0123,protein_0314,0.16831683168316833
protein_0123,protein_0315,0.12389380530973451
protein_0123,protein_0316,0.7488128873945399
protein_0123,protein_0318,0.11607142857142858
protein_0123,protein_0319,0.13793103448275862
protein_0123,protein_0320,0.19540229885057472
protein_0123,protein_0321,0.15217391304347827
protein_0123,protein_0322,0.14457831325301204
protein_0123,protein_0323,0.16483516483516483
protein_0123,protein_0325,0.1775753486279802
protein_0123,protein_0327,0.17391304347826086
protein_0123,protein_0328,0.12962962962962962
protein_0123,protein_0329,0.12962962962962962
protein_0123,protein_0330,0.1724137931034483
protein_0123,protein_0331,0.42486735605126763
protein_0123,protein_0332,0.14776746242263483
protein_0123,protein_0333,0.13674780256930358
protein_0123,protein_0335,0.16
protein_0123,protein_0338,0.14772727272727273
protein_0123,protein_0339,0.32770171275555693
protein_0123,protein_0341,0.14563106796116504
protein_0123,protein_0342,0.18571428571428572
protein_0123,protein_0343,0.16304347826086957
protein_0123,protein_0344,0.13793103448275862
protein_0123,protein_0345,0.17841748768472906
protein_0123,protein_0346,0.17841748768472906
protein_0123,protein_0347,0.33676507743414585
protein_0123,protein_0348,0.12173913043478261
protein_0123,protein_0349,0.18811881188118812
protein_0123,protein_0350,0.14942528735632185
protein_0123,protein_0351,0.15384615384615385
protein_0123,protein_0352,0.36096177407498165
protein_0123,protein_0355,0.14230622738525994
protein_0123,protein_0356,0.7832448963988072
protein_0123,protein_0357,0.12295081967213115
protein_0123,protein_0358,0.13793103448275862
protein_0123,protein_0359,0.15966386554621848
protein_0123,protein_0360,0.18181818181818182
protein_0123,protein_0361,0.1111111111111111
protein_0123,protein_0362,0.16091954022988506
protein_0123,protein_0363,0.16091954022988506
protein_0123,protein_0364,0.1724137931034483
protein_0123,protein_0365,0.15294117647058825
protein_0123,protein_0366,0.16470588235294117
protein_0123,protein_0367,0.15151515151515152
protein_0123,protein_0368,0.14634146341463414
protein_0123,protein_0369,0.17333333333333334
protein_0123,protein_0370,0.13793103448275862
protein_0123,protein_0372,0.0871559633027523
protein_0123,protein_0373,0.14
protein_0123,protein_0374,0.1282051282051282
protein_0123,protein_0376,0.18181818181818182
protein_0123,protein_0378,0.17592592592592593
protein_0123,protein_0379,0.1338764609032064
protein_0123,protein_0380,0.1338764609032064
protein_0123,protein_0381,0.1338764609032064
protein_0123,protein_0382,0.13269100743745774
protein_0123,protein_0383,0.38515504989480265
protein_0123,protein_0384,0.15217391304347827
protein_0123,protein_0385,0.14
protein_0123,protein_0386,0.1414141414141414
protein_0123,protein_0387,0.12871287128712872
protein_0123,protein_0388,0.7488128873945399
protein_0123,protein_0389,0.19444444444444445
protein_0123,protein_0390,0.1724137931034483
protein_0123,protein_0391,0.1348314606741573
protein_0123,protein_0392,0.14772727272727273
protein_0123,protein_0393,0.1595744680851064
protein_0123,protein_0394,0.13157894736842105
protein_0123,protein_0395,0.14444444444444443
protein_0123,protein_0396,0.13157894736842105
protein_0123,protein_0397,0.15384615384615385
protein_0123,protein_0398,0.12771823547685618
protein_0123,protein_0399,0.13793103448275862
protein_0125,protein_0000,0.2
protein_0125,protein_0001,0.14285714285714285
protein_0125,protein_0002,0.18867924528301888
protein_0125,protein_0003,0.18627450980392157
protein_0125,protein_0004,0.16346153846153846
protein_0125,protein_0005,0.1568627450980392
protein_0125,protein_0006,0.18181818181818182
protein_0125,protein_0007,0.1836734693877551
protein_0125,protein_0008,0.5151515151515151
protein_0125,protein_0009,0.14
protein_0125,protein_0010,0.21568627450980393
protein_0125,protein_0011,0.12121212121212122
protein_0125,protein_0012,0.15841584158415842
protein_0125,protein_0013,0.1568627450980392
protein_0125,protein_0014,0.2727272727272727
protein_0125,protein_0015,0.25742574257425743
protein_0125,protein_0016,0.5151515151515151
protein_0125,protein_0017,0.12121212121212122
protein_0125,protein_0018,0.10909090909090909
protein_0125,protein_0019,0.16161616161616163
protein_0125,protein_0020,0.11538461538461539
protein_0125,protein_0021,0.18181818181818182
protein_0125,protein_0022,0.16666666666666666
protein_0125,protein_0024,0.15079365079365079
protein_0125,protein_0025,0.18181818181818182
protein_0125,protein_0026,0.11678832116788321
protein_0125,protein_0027,0.1346153846153846
protein_0125,protein_0028,0.12727272727272726
protein_0125,protein_0029,0.17
protein_0125,protein_0030,0.16417910447761194
protein_0125,protein_0031,0.40594059405940597
protein_0125,protein_0032,0.18269230769230768
protein_0125,protein_0033,0.19230769230769232
protein_0125,protein_0034,0.15151515151515152
protein_0125,protein_0035,0.14912280701754385
protein_0125,protein_0036,0.1836734693877551
protein_0125,protein_0038,0.1651376146788991
protein_0125,protein_0039,0.17699115044247787
protein_0125,protein_0040,0.1188118811881188
protein_0125,protein_0041,0.19444444444444445
protein_0125,protein_0042,0.125
protein_0125,protein_0043,0.12745098039215685
protein_0125,protein_0044,0.10204081632653061
protein_0125,protein_0045,0.11538461538461539
protein_0125,protein_0046,0.19387755102040816
protein_0125,protein_0047,0.15151515151515152
protein_0125,protein_0048,0.16326530612244897
protein_0125,protein_0049,0.09183673469387756
protein_0125,protein_0050,0.4444444444444444
protein_0125,protein_0051,0.1650485436893204
protein_0125,protein_0052,0.125
protein_0125,protein_0053,0.14285714285714285
protein_0125,protein_0054,0.17796610169491525
protein_0125,protein_0055,0.14634146341463414
protein_0125,protein_0056,0.125
protein_0125,protein_0057,0.17346938775510204
protein_0125,protein_0058,0.17346938775510204
protein_0125,protein_0059,0.1650485436893204
protein_0125,protein_0060,0.1559633027522936
protein_0125,protein_0061,0.16666666666666666
protein_0125,protein_0062,0.1485148514851485
protein_0125,protein_0063,0.11214953271028037
protein_0125,protein_0064,0.21818181818181817
protein_0125,protein_0065,0.6262626262626263
protein_0125,protein_0066,0.11965811965811966
protein_0125,protein_0070,0.15841584158415842
protein_0125,protein_0071,0.16346153846153846
protein_0125,protein_0072,0.1836734693877551
protein_0125,protein_0073,0.18584070796460178
protein_0125,protein_0074,0.5204081632653061
protein_0125,protein_0075,0.12264150943396226
protein_0125,protein_0076,0.17
protein_0125,protein_0077,0.1553398058252427
protein_0125,protein_0078,0.12037037037037036
protein_0125,protein_0079,0.12037037037037036
protein_0125,protein_0080,0.12121212121212122
protein_0125,protein_0081,0.12121212121212122
protein_0125,protein_0082,0.1523809523809524
protein_0125,protein_0083,0.09090909090909091
protein_0125,protein_0084,0.19801980198019803
protein_0125,protein_0085,0.1619047619047619
protein_0125,protein_0087,0.19387755102040816
protein_0125,protein_0088,0.13861386138613863
protein_0125,protein_0090,0.24031007751937986
protein_0125,protein_0091,0.15789473684210525
protein_0125,protein_0093,0.17647058823529413
protein_0125,protein_0094,0.1557377049180328
protein_0125,protein_0095,0.2109375
protein_0125,protein_0098,0.12
protein_0125,protein_0099,0.14166666666666666
protein_0125,protein_0100,0.15306122448979592
protein_0125,protein_0101,0.168141592920354
protein_0125,protein_0102,0.12244897959183673
protein_0125,protein_0103,0.18269230769230768
protein_0125,protein_0104,0.18461538461538463
protein_0125,protein_0105,0.1717171717171717
protein_0125,protein_0106,0.1328125
protein_0125,protein_0107,0.16822429906542055
protein_0125,protein_0108,0.12962962962962962
protein_0125,protein_0109,0.12244897959183673
protein_0125,protein_0110,0.15384615384615385
protein_0125,protein_0111,0.17
protein_0125,protein_0112,0.06862745098039216
protein_0125,protein_0113,0.17475728155339806
protein_0125,protein_0114,0.17272727272727273
protein_0125,protein_0115,0.19626168224299065
protein_0125,protein_0116,0.14655172413793102
protein_0125,protein_0117,0.14655172413793102
protein_0125,protein_0118,0.15306122448979592
protein_0125,protein_0119,0.1623931623931624
protein_0125,protein_0120,0.13861386138613863
protein_0125,protein_0121,0.13861386138613863
protein_0125,protein_0124,0.16831683168316833
protein_0125,protein_0126,0.5050505050505051
protein_0125,protein_0127,0.21153846153846154
protein_0125,protein_0128,0.1320754716981132
protein_0125,protein_0129,0.13131313131313133
protein_0125,protein_0130,0.21705426356589147
protein_0125,protein_0131,0.15306122448979592
protein_0125,protein_0132,0.1743119266055046
protein_0125,protein_0133,0.1743119266055046
protein_0125,protein_0134,0.1414141414141414
protein_0125,protein_0135,0.1568627450980392
protein_0125,protein_0136,0.12
protein_0125,protein_0137,0.10569105691056911
protein_0125,protein_0138,0.10569105691056911
protein_0125,protein_0139,0.15306122448979592
protein_0125,protein_0140,0.14705882352941177
protein_0125,protein_0141,0.16666666666666666
protein_0125,protein_0142,0.16666666666666666
protein_0125,protein_0145,0.1836734693877551
protein_0125,protein_0148,0.18095238095238095
protein_0125,protein_0149,0.17346938775510204
protein_0125,protein_0150,0.16
protein_0125,protein_0151,0.18095238095238095
protein_0125,protein_0152,0.13861386138613863
protein_0125,protein_0153,0.21568627450980393
protein_0125,protein_0154,0.18181818181818182
protein_0125,protein_0155,0.14960629921259844
protein_0125,protein_0156,0.2
protein_0125,protein_0157,0.1485148514851485
protein_0125,protein_0158,0.1717171717171717
protein_0125,protein_0159,0.12844036697247707
protein_0125,protein_0160,0.1568627450980392
protein_0125,protein_0161,0.13008130081300814
protein_0125,protein_0162,0.1941747572815534
protein_0125,protein_0164,0.13861386138613863
protein_0125,protein_0165,0.1485148514851485
protein_0125,protein_0166,0.12149532710280374
protein_0125,protein_0167,0.18253968253968253
protein_0125,protein_0169,0.11851851851851852
protein_0125,protein_0170,0.1414141414141414
protein_0125,protein_0171,0.13513513513513514
protein_0125,protein_0172,0.1937984496124031
protein_0125,protein_0173,0.21428571428571427
protein_0125,protein_0174,0.16666666666666666
protein_0125,protein_0175,0.1568627450980392
protein_0125,protein_0176,0.14285714285714285
protein_0125,protein_0177,0.16326530612244897
protein_0125,protein_0178,0.1810344827586207
protein_0125,protein_0179,0.1565217391304348
protein_0125,protein_0180,0.1414141414141414
protein_0125,protein_0181,0.18811881188118812
protein_0125,protein_0183,0.24242424242424243
protein_0125,protein_0184,0.1588785046728972
protein_0125,protein_0185,0.13131313131313133
protein_0125,protein_0186,0.26262626262626265
protein_0125,protein_0187,0.1568627450980392
protein_0125,protein_0188,0.1485148514851485
protein_0125,protein_0189,0.15306122448979592
protein_0125,protein_0190,0.16326530612244897
protein_0125,protein_0191,0.15384615384615385
protein_0125,protein_0192,0.1568627450980392
protein_0125,protein_0193,0.1792452830188679
protein_0125,protein_0194,0.16326530612244897
protein_0125,protein_0196,0.125
protein_0125,protein_0197,0.14423076923076922
protein_0125,protein_0199,0.18518518518518517
protein_0125,protein_0200,0.1346153846153846
protein_0125,protein_0201,0.12962962962962962
protein_0125,protein_0202,0.18
protein_0125,protein_0203,0.16260162601626016
protein_0125,protein_0204,0.15306122448979592
protein_0125,protein_0205,0.13953488372093023
protein_0125,protein_0206,0.1568627450980392
protein_0125,protein_0207,0.152
protein_0125,protein_0209,0.10204081632653061
protein_0125,protein_0210,0.16666666666666666
protein_0125,protein_0211,0.14423076923076922
protein_0125,protein_0212,0.17346938775510204
protein_0125,protein_0213,0.15841584158415842
protein_0125,protein_0214,0.10204081632653061
protein_0125,protein_0215,0.09090909090909091
protein_0125,protein_0216,0.14018691588785046
protein_0125,protein_0217,0.13861386138613863
protein_0125,protein_0218,0.15555555555555556
protein_0125,protein_0220,0.17592592592592593
protein_0125,protein_0221,0.1414141414141414
protein_0125,protein_0222,0.10204081632653061
protein_0125,protein_0223,0.14285714285714285
protein_0125,protein_0224,0.1650485436893204
protein_0125,protein_0225,0.15306122448979592
protein_0125,protein_0226,0.16363636363636364
protein_0125,protein_0227,0.1111111111111111
protein_0125,protein_0229,0.18
protein_0125,protein_0230,0.1509433962264151
protein_0125,protein_0231,0.13861386138613863
protein_0125,protein_0232,0.15306122448979592
protein_0125,protein_0233,0.17054263565891473
protein_0125,protein_0234,0.5353535353535354
protein_0125,protein_0235,0.16
protein_0125,protein_0236,0.14285714285714285
protein_0125,protein_0237,0.14285714285714285
protein_0125,protein_0239,0.15384615384615385
protein_0125,protein_0240,0.1523809523809524
protein_0125,protein_0241,0.16666666666666666
protein_0125,protein_0242,0.17346938775510204
protein_0125,protein_0243,0.1588785046728972
protein_0125,protein_0244,0.1553398058252427
protein_0125,protein_0245,0.1417910447761194
protein_0125,protein_0246,0.8061224489795918
protein_0125,protein_0247,0.20202020202020202
protein_0125,protein_0248,0.20202020202020202
protein_0125,protein_0249,0.15517241379310345
protein_0125,protein_0250,0.18627450980392157
protein_0125,protein_0251,0.16822429906542055
protein_0125,protein_0252,0.1414141414141414
protein_0125,protein_0253,0.12280701754385964
protein_0125,protein_0254,0.1568627450980392
protein_0125,protein_0255,0.10982658959537572
protein_0125,protein_0256,0.18584070796460178
protein_0125,protein_0257,0.17543859649122806
protein_0125,protein_0258,0.12
protein_0125,protein_0259,0.19387755102040816
protein_0125,protein_0260,0.19387755102040816
protein_0125,protein_0261,0.8686868686868687
protein_0125,protein_0262,0.12949640287769784
protein_0125,protein_0263,0.1897810218978102
protein_0125,protein_0264,0.16346153846153846
protein_0125,protein_0265,0.16346153846153846
protein_0125,protein_0266,0.19047619047619047
protein_0125,protein_0267,0.11607142857142858
protein_0125,protein_0268,0.18
protein_0125,protein_0269,0.09482758620689655
protein_0125,protein_0270,0.17346938775510204
protein_0125,protein_0271,0.16326530612244897
protein_0125,protein_0272,0.1411042944785276
protein_0125,protein_0273,0.16025641025641027
protein_0125,protein_0274,0.16981132075471697
protein_0125,protein_0275,0.797979797979798
protein_0125,protein_0276,0.13592233009708737
protein_0125,protein_0277,0.1326530612244898
protein_0125,protein_0278,0.1326530612244898
protein_0125,protein_0279,0.1523809523809524
protein_0125,protein_0280,0.17346938775510204
protein_0125,protein_0281,0.16393442622950818
protein_0125,protein_0282,0.13333333333333333
protein_0125,protein_0283,0.11926605504587157
protein_0125,protein_0284,0.19090909090909092
protein_0125,protein_0285,0.15151515151515152
protein_0125,protein_0287,0.17073170731707318
protein_0125,protein_0288,0.16
protein_0125,protein_0289,0.16161616161616163
protein_0125,protein_0290,0.1891891891891892
protein_0125,protein_0291,0.1568627450980392
protein_0125,protein_0292,0.15306122448979592
protein_0125,protein_0293,0.15306122448979592
protein_0125,protein_0294,0.1568627450980392
protein_0125,protein_0295,0.16161616161616163
protein_0125,protein_0296,0.13709677419354838
protein_0125,protein_0297,0.15306122448979592
protein_0125,protein_0298,0.15306122448979592
protein_0125,protein_0299,0.16161616161616163
protein_0125,protein_0300,0.14
protein_0125,protein_0301,0.14
protein_0125,protein_0303,0.13592233009708737
protein_0125,protein_0304,0.16161616161616163
protein_0125,protein_0305,0.1619047619047619
protein_0125,protein_0306,0.14634146341463414
protein_0125,protein_0307,0.144
protein_0125,protein_0308,0.125
protein_0125,protein_0309,0.16037735849056603
protein_0125,protein_0310,0.45454545454545453
protein_0125,protein_0311,0.16346153846153846
protein_0125,protein_0312,0.1717171717171717
protein_0125,protein_0313,0.2
protein_0125,protein_0314,0.14150943396226415
protein_0125,protein_0315,0.1885245901639344
protein_0125,protein_0316,0.14
protein_0125,protein_0318,0.16393442622950818
protein_0125,protein_0319,0.1414141414141414
protein_0125,protein_0320,0.15517241379310345
protein_0125,protein_0321,0.14
protein_0125,protein_0322,0.21904761904761905
protein_0125,protein_0323,0.12244897959183673
protein_0125,protein_0325,0.1721311475409836
protein_0125,protein_0327,0.17142857142857143
protein_0125,protein_0328,0.15833333333333333
protein_0125,protein_0329,0.15833333333333333
protein_0125,protein_0330,0.13725490196078433
protein_0125,protein_0331,0.17
protein_0125,protein_0332,0.14423076923076922
protein_0125,protein_0333,0.14678899082568808
protein_0125,protein_0335,0.1415929203539823
protein_0125,protein_0338,0.16831683168316833
protein_0125,protein_0339,0.21212121212121213
protein_0125,protein_0341,0.1308411214953271
protein_0125,protein_0342,0.17647058823529413
protein_0125,protein_0343,0.15306122448979592
protein_0125,protein_0344,0.1568627450980392
protein_0125,protein_0345,0.15306122448979592
protein_0125,protein_0346,0.15306122448979592
protein_0125,protein_0347,0.18811881188118812
protein_0125,protein_0348,0.13114754098360656
protein_0125,protein_0349,0.19090909090909092
protein_0125,protein_0350,0.12871287128712872
protein_0125,protein_0351,0.10891089108910891
protein_0125,protein_0352,0.17346938775510204
protein_0125,protein_0355,0.16666666666666666
protein_0125,protein_0356,0.16326530612244897
protein_0125,protein_0357,0.16546762589928057
protein_0125,protein_0358,0.12871287128712872
protein_0125,protein_0359,0.152
protein_0125,protein_0360,0.22641509433962265
protein_0125,protein_0361,0.1721311475409836
protein_0125,protein_0362,0.12149532710280374
protein_0125,protein_0363,0.12149532710280374
protein_0125,protein_0364,0.12149532710280374
protein_0125,protein_0365,0.18181818181818182
protein_0125,protein_0366,0.21359223300970873
protein_0125,protein_0367,0.494949494949495
protein_0125,protein_0368,0.1320754716981132
protein_0125,protein_0369,0.08163265306122448
protein_0125,protein_0370,0.1568627450980392
protein_0125,protein_0372,0.13302752293577982
protein_0125,protein_0373,0.13821138211382114
protein_0125,protein_0374,0.15079365079365079
protein_0125,protein_0376,0.5050505050505051
protein_0125,protein_0378,0.11403508771929824
protein_0125,protein_0379,0.205607476635514
protein_0125,protein_0380,0.205607476635514
protein_0125,protein_0381,0.205607476635514
protein_0125,protein_0382,0.15306122448979592
protein_0125,protein_0383,0.14285714285714285
protein_0125,protein_0384,0.17117117117117117
protein_0125,protein_0385,0.26262626262626265
protein_0125,protein_0386,0.12264150943396226
protein_0125,protein_0387,0.13636363636363635
protein_0125,protein_0388,0.18
protein_0125,protein_0389,0.1326530612244898
protein_0125,protein_0390,0.18811881188118812
protein_0125,protein_0391,0.11214953271028037
protein_0125,protein_0392,0.14150943396226415
protein_0125,protein_0393,0.14150943396226415
protein_0125,protein_0394,0.08695652173913043
protein_0125,protein_0395,0.15
protein_0125,protein_0396,0.18803418803418803
protein_0125,protein_0397,0.14953271028037382
protein_0125,protein_0398,0.17094017094017094
protein_0125,protein_0399,0.13861386138613863
protein_0143,protein_0000,0.3333333333333333
protein_0143,protein_0001,0.14130434782608695
protein_0143,protein_0002,0.14893617021276595
protein_0143,protein_0003,0.3103448275862069
protein_0143,protein_0004,0.25287356321839083
protein_0143,protein_0005,0.1958762886597938
protein_0143,protein_0006,0.2840909090909091
protein_0143,protein_0007,0.14285714285714285
protein_0143,protein_0008,0.23232323232323232
protein_0143,protein_0009,0.25287356321839083
protein_0143,protein_0010,0.3218390804597701
protein_0143,protein_0011,0.3076923076923077
protein_0143,protein_0012,0.3258426966292135
protein_0143,protein_0013,0.19318181818181818
protein_0143,protein_0014,0.2358490566037736
protein_0143,protein_0015,0.1926605504587156
protein_0143,protein_0016,0.18181818181818182
protein_0143,protein_0017,0.1366906474820144
protein_0143,protein_0018,0.3218390804597701
protein_0143,protein_0019,0.16853932584269662
protein_0143,protein_0020,0.367816091954023
protein_0143,protein_0021,0.17582417582417584
protein_0143,protein_0022,0.17
protein_0143,protein_0024,0.16153846153846155
protein_0143,protein_0025,0.367816091954023
protein_0143,protein_0026,0.10077519379844961
protein_0143,protein_0027,0.1574074074074074
protein_0143,protein_0028,0.14285714285714285
protein_0143,protein_0029,0.14606741573033707
protein_0143,protein_0030,0.15126050420168066
protein_0143,protein_0031,0.18018018018018017
protein_0143,protein_0032,0.3068181818181818
protein_0143,protein_0033,0.2988505747126437
protein_0143,protein_0034,0.28735632183908044
protein_0143,protein_0035,0.18269230769230768
protein_0143,protein_0036,0.14942528735632185
protein_0143,protein_0038,0.20689655172413793
protein_0143,protein_0039,0.27586206896551724
protein_0143,protein_0040,0.10227272727272728
protein_0143,protein_0041,0.27586206896551724
protein_0143,protein_0042,0.21839080459770116
protein_0143,protein_0043,0.25287356321839083
protein_0143,protein_0044,0.22988505747126436
protein_0143,protein_0045,0.34408602150537637
protein_0143,protein_0046,0.16129032258064516
protein_0143,protein_0047,0.3
protein_0143,protein_0048,0.3111111111111111
protein_0143,protein_0049,0.27586206896551724
protein_0143,protein_0050,0.19230769230769232
protein_0143,protein_0051,0.19318181818181818
protein_0143,protein_0052,0.28735632183908044
protein_0143,protein_0053,0.3563218390804598
protein_0143,protein_0054,0.1452991452991453
protein_0143,protein_0055,0.15254237288135594
protein_0143,protein_0056,0.14285714285714285
protein_0143,protein_0057,0.1724137931034483
protein_0143,protein_0058,0.19318181818181818
protein_0143,protein_0059,0.2413793103448276
protein_0143,protein_0060,0.14814814814814814
protein_0143,protein_0061,0.18888888888888888
protein_0143,protein_0062,0.29545454545454547
protein_0143,protein_0063,0.0892018779342723
protein_0143,protein_0064,0.27586206896551724
protein_0143,protein_0065,0.14018691588785046
protein_0143,protein_0066,0.12962962962962962
protein_0143,protein_0070,0.3333333333333333
protein_0143,protein_0071,0.25287356321839083
protein_0143,protein_0072,0.1724137931034483
protein_0143,protein_0073,0.3218390804597701
protein_0143,protein_0074,0.20408163265306123
protein_0143,protein_0075,0.1836734693877551
protein_0143,protein_0076,0.11494252873563218
protein_0143,protein_0077,0.3563218390804598
protein_0143,protein_0078,0.125
protein_0143,protein_0079,0.125
protein_0143,protein_0080,0.3333333333333333
protein_0143,protein_0081,0.3218390804597701
protein_0143,protein_0082,0.17857142857142858
protein_0143,protein_0083,0.3103448275862069
protein_0143,protein_0084,0.3333333333333333
protein_0143,protein_0085,0.13
