query_protein,train_protein,similarity_score
protein_0070,protein_0023,0.14285714285714285
protein_0070,protein_0024,0.15702479338842976
protein_0070,protein_0026,0.14393939393939395
protein_0070,protein_0027,0.1836734693877551
protein_0070,protein_0028,0.10377358490566038
protein_0070,protein_0029,0.17204301075268819
protein_0070,protein_0032,0.23595505617977527
protein_0070,protein_0033,0.3333333333333333
protein_0070,protein_0034,0.32954545454545453
protein_0070,protein_0035,0.14814814814814814
protein_0070,protein_0036,0.14772727272727273
protein_0070,protein_0037,0.2413793103448276
protein_0070,protein_0038,0.2413793103448276
protein_0070,protein_0040,0.10227272727272728
protein_0070,protein_0041,0.1839080459770115
protein_0070,protein_0042,0.16853932584269662
protein_0070,protein_0043,0.20689655172413793
protein_0070,protein_0044,0.20689655172413793
protein_0070,protein_0047,0.2777777777777778
protein_0070,protein_0048,0.31868131868131866
protein_0070,protein_0049,0.3
protein_0070,protein_0050,0.12871287128712872
protein_0070,protein_0051,0.16091954022988506
protein_0070,protein_0052,0.19540229885057472
protein_0070,protein_0053,0.2777777777777778
protein_0070,protein_0054,0.1794871794871795
protein_0070,protein_0056,0.14423076923076922
protein_0070,protein_0057,0.16129032258064516
protein_0070,protein_0058,0.13793103448275862
protein_0070,protein_0059,0.21839080459770116
protein_0070,protein_0060,0.19607843137254902
protein_0070,protein_0061,0.17708333333333334
protein_0070,protein_0062,0.22988505747126436
protein_0070,protein_0063,0.12206572769953052
protein_0070,protein_0064,0.1724137931034483
protein_0070,protein_0065,0.19607843137254902
protein_0070,protein_0066,0.09803921568627451
protein_0070,protein_0067,0.2988505747126437
protein_0070,protein_0068,0.2988505747126437
protein_0070,protein_0069,0.3409090909090909
protein_0070,protein_0071,0.28735632183908044
protein_0070,protein_0072,0.20224719101123595
protein_0070,protein_0074,0.13978494623655913
protein_0070,protein_0075,0.12371134020618557
protein_0070,protein_0077,0.25287356321839083
protein_0070,protein_0079,0.1415929203539823
protein_0070,protein_0080,0.21839080459770116
protein_0070,protein_0081,0.21839080459770116
protein_0070,protein_0083,0.3103448275862069
protein_0070,protein_0084,0.3333333333333333
protein_0070,protein_0085,0.11
protein_0070,protein_0086,0.10679611650485436
protein_0070,protein_0087,0.16853932584269662
protein_0070,protein_0088,0.2391304347826087
protein_0070,protein_0089,0.15315315315315314
protein_0070,protein_0090,0.15315315315315314
protein_0070,protein_0091,0.16101694915254236
protein_0070,protein_0092,0.16101694915254236
protein_0070,protein_0093,0.26436781609195403
protein_0070,protein_0094,0.11403508771929824
protein_0070,protein_0095,0.16216216216216217
protein_0070,protein_0096,0.15841584158415842
protein_0070,protein_0097,0.26436781609195403
protein_0070,protein_0098,0.19540229885057472
protein_0070,protein_0099,0.1523809523809524
protein_0070,protein_0100,0.14942528735632185
protein_0070,protein_0102,0.2413793103448276
protein_0070,protein_0103,0.1839080459770115
protein_0070,protein_0104,0.152
protein_0070,protein_0105,0.10344827586206896
protein_0070,protein_0106,0.17054263565891473
protein_0070,protein_0107,0.22916666666666666
protein_0070,protein_0108,0.22727272727272727
protein_0070,protein_0109,0.14942528735632185
protein_0070,protein_0110,0.3218390804597701
protein_0070,protein_0111,0.3333333333333333
protein_0070,protein_0112,0.15517241379310345
protein_0070,protein_0113,0.28735632183908044
protein_0070,protein_0114,0.19540229885057472
protein_0070,protein_0115,0.2413793103448276
protein_0070,protein_0116,0.13445378151260504
protein_0070,protein_0117,0.13445378151260504
protein_0070,protein_0118,0.19101123595505617
protein_0070,protein_0119,0.14
protein_0070,protein_0120,0.22988505747126436
protein_0070,protein_0121,0.22988505747126436
protein_0070,protein_0122,0.21839080459770116
protein_0070,protein_0123,0.13636363636363635
protein_0070,protein_0125,0.15841584158415842
protein_0070,protein_0126,0.1717171717171717
protein_0070,protein_0127,0.2696629213483146
protein_0070,protein_0128,0.21839080459770116
protein_0070,protein_0129,0.16666666666666666
protein_0070,protein_0130,0.16216216216216217
protein_0070,protein_0131,0.12643678160919541
protein_0070,protein_0132,0.17857142857142858
protein_0070,protein_0133,0.17857142857142858
protein_0070,protein_0134,0.22988505747126436
protein_0070,protein_0135,0.1724137931034483
protein_0070,protein_0136,0.14285714285714285
protein_0070,protein_0137,0.16260162601626016
protein_0070,protein_0138,0.16260162601626016
protein_0070,protein_0139,0.15053763440860216
protein_0070,protein_0141,0.2222222222222222
protein_0070,protein_0142,0.3103448275862069
protein_0070,protein_0143,0.3333333333333333
protein_0070,protein_0144,0.3218390804597701
protein_0070,protein_0145,0.1797752808988764
protein_0070,protein_0146,0.18181818181818182
protein_0070,protein_0147,0.2413793103448276
protein_0070,protein_0149,0.1797752808988764
protein_0070,protein_0150,0.19540229885057472
protein_0070,protein_0151,0.2111111111111111
protein_0070,protein_0153,0.1978021978021978
protein_0070,protein_0154,0.21978021978021978
protein_0070,protein_0155,0.175
protein_0070,protein_0156,0.16666666666666666
protein_0070,protein_0157,0.1111111111111111
protein_0070,protein_0158,0.1590909090909091
protein_0070,protein_0159,0.2696629213483146
protein_0070,protein_0160,0.30337078651685395
protein_0070,protein_0161,0.1623931623931624
protein_0070,protein_0162,0.1724137931034483
protein_0070,protein_0163,0.10714285714285714
protein_0070,protein_0164,0.19540229885057472
protein_0070,protein_0165,0.17777777777777778
protein_0070,protein_0166,0.1724137931034483
protein_0070,protein_0167,0.15789473684210525
protein_0070,protein_0168,0.14912280701754385
protein_0070,protein_0169,0.09230769230769231
protein_0070,protein_0170,0.26436781609195403
protein_0070,protein_0171,0.2988505747126437
protein_0070,protein_0174,0.26136363636363635
protein_0070,protein_0175,0.29213483146067415
protein_0070,protein_0177,0.15730337078651685
protein_0070,protein_0178,0.09016393442622951
protein_0070,protein_0179,0.125
protein_0070,protein_0180,0.2413793103448276
protein_0070,protein_0182,0.20689655172413793
protein_0070,protein_0183,0.12121212121212122
protein_0070,protein_0184,0.19540229885057472
protein_0070,protein_0185,0.15217391304347827
protein_0070,protein_0186,0.13131313131313133
protein_0070,protein_0187,0.2840909090909091
protein_0070,protein_0188,0.14606741573033707
protein_0070,protein_0189,0.2087912087912088
protein_0070,protein_0190,0.3068181818181818
protein_0070,protein_0191,0.21839080459770116
protein_0070,protein_0192,0.1724137931034483
protein_0070,protein_0193,0.27586206896551724
protein_0070,protein_0194,0.7692307692307693
protein_0070,protein_0195,0.27586206896551724
protein_0070,protein_0196,0.2988505747126437
protein_0070,protein_0197,0.3181818181818182
protein_0070,protein_0198,0.19540229885057472
protein_0070,protein_0199,0.18888888888888888
protein_0070,protein_0200,0.3218390804597701
protein_0070,protein_0201,0.11965811965811966
protein_0070,protein_0202,0.26436781609195403
protein_0070,protein_0203,0.14516129032258066
protein_0070,protein_0204,0.16091954022988506
protein_0070,protein_0205,0.0995260663507109
protein_0070,protein_0206,0.2988505747126437
protein_0070,protein_0207,0.128
protein_0070,protein_0208,0.10526315789473684
protein_0070,protein_0209,0.21839080459770116
protein_0070,protein_0210,0.26436781609195403
protein_0070,protein_0211,0.18181818181818182
protein_0070,protein_0212,0.125
protein_0070,protein_0213,0.30337078651685395
protein_0070,protein_0214,0.10344827586206896
protein_0070,protein_0215,0.18085106382978725
protein_0070,protein_0216,0.125
protein_0070,protein_0217,0.17391304347826086
protein_0070,protein_0218,0.17054263565891473
protein_0070,protein_0219,0.17647058823529413
protein_0070,protein_0220,0.14942528735632185
protein_0070,protein_0221,0.14942528735632185
protein_0070,protein_0222,0.2777777777777778
protein_0070,protein_0224,0.15555555555555556
protein_0070,protein_0225,0.1348314606741573
protein_0070,protein_0226,0.0851063829787234
protein_0070,protein_0228,0.18681318681318682
protein_0070,protein_0229,0.10869565217391304
protein_0070,protein_0230,0.21739130434782608
protein_0070,protein_0231,0.20689655172413793
protein_0070,protein_0232,0.14942528735632185
protein_0070,protein_0233,0.15748031496062992
protein_0070,protein_0234,0.20952380952380953
protein_0070,protein_0235,0.14583333333333334
protein_0070,protein_0236,0.2413793103448276
protein_0070,protein_0237,0.2413793103448276
protein_0070,protein_0238,0.12781954887218044
protein_0070,protein_0239,0.20689655172413793
protein_0070,protein_0240,0.19540229885057472
protein_0070,protein_0241,0.19540229885057472
protein_0070,protein_0242,0.13793103448275862
protein_0070,protein_0243,0.2727272727272727
protein_0070,protein_0244,0.18181818181818182
protein_0070,protein_0245,0.1417910447761194
protein_0070,protein_0247,0.15053763440860216
protein_0070,protein_0248,0.2413793103448276
protein_0070,protein_0249,0.1839080459770115
protein_0070,protein_0250,0.17045454545454544
protein_0070,protein_0251,0.17
protein_0070,protein_0252,0.1919191919191919
protein_0070,protein_0253,0.1415929203539823
protein_0070,protein_0254,0.13043478260869565
protein_0070,protein_0256,0.16666666666666666
protein_0070,protein_0257,0.14678899082568808
protein_0070,protein_0258,0.3333333333333333
protein_0070,protein_0259,0.18681318681318682
protein_0070,protein_0260,0.18681318681318682
protein_0070,protein_0261,0.14285714285714285
protein_0070,protein_0262,0.13194444444444445
protein_0070,protein_0263,0.125
protein_0070,protein_0264,0.20689655172413793
protein_0070,protein_0265,0.20689655172413793
protein_0070,protein_0266,0.14736842105263157
protein_0070,protein_0267,0.23076923076923078
protein_0070,protein_0269,0.15
protein_0070,protein_0270,0.14736842105263157
protein_0070,protein_0271,0.1590909090909091
protein_0070,protein_0272,0.3218390804597701
protein_0070,protein_0273,0.3333333333333333
protein_0070,protein_0274,0.16853932584269662
protein_0070,protein_0275,0.1553398058252427
protein_0070,protein_0276,0.1935483870967742
protein_0070,protein_0277,0.14772727272727273
protein_0070,protein_0278,0.2111111111111111
protein_0070,protein_0279,0.25
protein_0070,protein_0280,0.20689655172413793
protein_0070,protein_0281,0.12598425196850394
protein_0070,protein_0282,0.18888888888888888
protein_0070,protein_0283,0.10550458715596331
protein_0070,protein_0284,0.21839080459770116
protein_0070,protein_0285,0.3068181818181818
protein_0070,protein_0286,0.15789473684210525
protein_0070,protein_0287,0.19642857142857142
protein_0070,protein_0288,0.20689655172413793
protein_0070,protein_0290,0.13861386138613863
protein_0070,protein_0291,0.25
protein_0070,protein_0292,0.1590909090909091
protein_0070,protein_0293,0.21739130434782608
protein_0070,protein_0295,0.20430107526881722
protein_0070,protein_0296,0.175
protein_0070,protein_0297,0.13186813186813187
protein_0070,protein_0298,0.17204301075268819
protein_0070,protein_0299,0.12222222222222222
protein_0070,protein_0300,0.1595744680851064
protein_0070,protein_0301,0.12643678160919541
protein_0070,protein_0302,0.08294930875576037
protein_0070,protein_0303,0.1724137931034483
protein_0070,protein_0304,0.13186813186813187
protein_0070,protein_0305,0.1724137931034483
protein_0070,protein_0306,0.1623931623931624
protein_0070,protein_0307,0.18181818181818182
protein_0070,protein_0308,0.17886178861788618
protein_0070,protein_0309,0.18947368421052632
protein_0070,protein_0310,0.14285714285714285
protein_0070,protein_0311,0.20689655172413793
protein_0070,protein_0312,0.22988505747126436
protein_0070,protein_0313,0.1839080459770115
protein_0070,protein_0314,0.15454545454545454
protein_0070,protein_0315,0.112
protein_0070,protein_0316,0.14606741573033707
protein_0070,protein_0317,0.12
protein_0070,protein_0318,0.15384615384615385
protein_0070,protein_0319,0.28735632183908044
protein_0070,protein_0322,0.24468085106382978
protein_0070,protein_0323,0.25287356321839083
protein_0070,protein_0324,0.14772727272727273
protein_0070,protein_0325,0.11864406779661017
protein_0070,protein_0326,0.14893617021276595
protein_0070,protein_0327,0.21348314606741572
protein_0070,protein_0328,0.11607142857142858
protein_0070,protein_0329,0.11607142857142858
protein_0070,protein_0330,0.26436781609195403
protein_0070,protein_0331,0.20430107526881722
protein_0070,protein_0332,0.21839080459770116
protein_0070,protein_0333,0.21348314606741572
protein_0070,protein_0334,0.20652173913043478
protein_0070,protein_0335,0.12121212121212122
protein_0070,protein_0336,0.1724137931034483
protein_0070,protein_0337,0.25287356321839083
protein_0070,protein_0339,0.17045454545454544
protein_0070,protein_0340,0.14035087719298245
protein_0070,protein_0341,0.16666666666666666
protein_0070,protein_0342,0.16091954022988506
protein_0070,protein_0343,0.15384615384615385
protein_0070,protein_0344,0.19540229885057472
protein_0070,protein_0345,0.12643678160919541
protein_0070,protein_0346,0.12643678160919541
protein_0070,protein_0347,0.15555555555555556
protein_0070,protein_0348,0.1366906474820144
protein_0070,protein_0349,0.14018691588785046
protein_0070,protein_0350,0.20689655172413793
protein_0070,protein_0351,0.2988505747126437
protein_0070,protein_0353,0.15254237288135594
protein_0070,protein_0354,0.3103448275862069
protein_0070,protein_0355,0.25287356321839083
protein_0070,protein_0356,0.15730337078651685
protein_0070,protein_0357,0.125
protein_0070,protein_0358,0.19540229885057472
protein_0070,protein_0359,0.13445378151260504
protein_0070,protein_0360,0.16091954022988506
protein_0070,protein_0361,0.14285714285714285
protein_0070,protein_0362,0.18478260869565216
protein_0070,protein_0363,0.18478260869565216
protein_0070,protein_0364,0.18478260869565216
protein_0070,protein_0365,0.1956521739130435
protein_0070,protein_0366,0.18478260869565216
protein_0070,protein_0367,0.16981132075471697
protein_0070,protein_0368,0.18947368421052632
protein_0070,protein_0370,0.19540229885057472
protein_0070,protein_0371,0.25287356321839083
protein_0070,protein_0372,0.09174311926605505
protein_0070,protein_0373,0.1651376146788991
protein_0070,protein_0375,0.20689655172413793
protein_0070,protein_0376,0.1650485436893204
protein_0070,protein_0377,0.1724137931034483
protein_0070,protein_0378,0.125
protein_0070,protein_0379,0.17307692307692307
protein_0070,protein_0380,0.17307692307692307
protein_0070,protein_0383,0.1839080459770115
protein_0070,protein_0384,0.2840909090909091
protein_0070,protein_0385,0.13131313131313133
protein_0070,protein_0386,0.18811881188118812
protein_0070,protein_0387,0.1619047619047619
protein_0070,protein_0389,0.15384615384615385
protein_0070,protein_0390,0.28735632183908044
protein_0070,protein_0391,0.17708333333333334
protein_0070,protein_0392,0.19540229885057472
protein_0070,protein_0393,0.19540229885057472
protein_0070,protein_0395,0.21739130434782608
protein_0070,protein_0396,0.1271186440677966
protein_0070,protein_0397,0.20689655172413793
protein_0070,protein_0398,0.1440677966101695
protein_0070,protein_0399,0.24444444444444444
protein_0073,protein_0000,0.2967032967032967
protein_0073,protein_0001,0.16091954022988506
protein_0073,protein_0002,0.15625
protein_0073,protein_0003,0.2413793103448276
protein_0073,protein_0004,0.22988505747126436
protein_0073,protein_0006,0.32954545454545453
protein_0073,protein_0007,0.15730337078651685
protein_0073,protein_0008,0.16831683168316833
protein_0073,protein_0009,0.3522727272727273
protein_0073,protein_0010,0.2988505747126437
protein_0073,protein_0011,0.3448275862068966
protein_0073,protein_0012,0.3793103448275862
protein_0073,protein_0013,0.14942528735632185
protein_0073,protein_0014,0.18
protein_0073,protein_0015,0.15
protein_0073,protein_0016,0.12
protein_0073,protein_0017,0.12307692307692308
protein_0073,protein_0018,0.2988505747126437
protein_0073,protein_0019,0.16091954022988506
protein_0073,protein_0020,0.25287356321839083
protein_0073,protein_0021,0.1276595744680851
protein_0073,protein_0023,0.16037735849056603
protein_0073,protein_0024,0.10569105691056911
protein_0073,protein_0026,0.11594202898550725
protein_0073,protein_0027,0.18
protein_0073,protein_0028,0.10810810810810811
protein_0073,protein_0029,0.14606741573033707
protein_0073,protein_0032,0.28735632183908044
protein_0073,protein_0033,0.3333333333333333
protein_0073,protein_0034,0.3563218390804598
protein_0073,protein_0035,0.12745098039215685
protein_0073,protein_0036,0.1724137931034483
protein_0073,protein_0037,0.28735632183908044
protein_0073,protein_0038,0.28735632183908044
protein_0073,protein_0040,0.12643678160919541
protein_0073,protein_0041,0.25287356321839083
protein_0073,protein_0042,0.1724137931034483
protein_0073,protein_0043,0.25287356321839083
protein_0073,protein_0044,0.2413793103448276
protein_0073,protein_0047,0.3218390804597701
protein_0073,protein_0048,0.3218390804597701
protein_0073,protein_0049,0.3218390804597701
protein_0073,protein_0050,0.13592233009708737
protein_0073,protein_0051,0.1590909090909091
protein_0073,protein_0052,0.20689655172413793
protein_0073,protein_0053,0.3103448275862069
protein_0073,protein_0054,0.11965811965811966
protein_0073,protein_0056,0.102803738317757
protein_0073,protein_0057,0.16853932584269662
protein_0073,protein_0058,0.18181818181818182
protein_0073,protein_0059,0.27586206896551724
protein_0073,protein_0060,0.11428571428571428
protein_0073,protein_0061,0.22916666666666666
protein_0073,protein_0062,0.22988505747126436
protein_0073,protein_0063,0.07511737089201878
protein_0073,protein_0064,0.22988505747126436
protein_0073,protein_0065,0.11538461538461539
protein_0073,protein_0066,0.14678899082568808
protein_0073,protein_0067,0.28735632183908044
protein_0073,protein_0068,0.550561797752809
protein_0073,protein_0069,0.2988505747126437
protein_0073,protein_0071,0.27586206896551724
protein_0073,protein_0072,0.14942528735632185
protein_0073,protein_0074,0.13043478260869565
protein_0073,protein_0075,0.18811881188118812
protein_0073,protein_0077,0.26436781609195403
protein_0073,protein_0079,0.17117117117117117
protein_0073,protein_0080,0.22988505747126436
protein_0073,protein_0081,0.22988505747126436
protein_0073,protein_0083,0.3626373626373626
protein_0073,protein_0084,0.27586206896551724
protein_0073,protein_0085,0.12931034482758622
protein_0073,protein_0086,0.12931034482758622
protein_0073,protein_0087,0.1839080459770115
protein_0073,protein_0088,0.2717391304347826
protein_0073,protein_0089,0.1721311475409836
protein_0073,protein_0090,0.15
protein_0073,protein_0091,0.13157894736842105
protein_0073,protein_0092,0.13157894736842105
protein_0073,protein_0093,0.3103448275862069
protein_0073,protein_0094,0.14912280701754385
protein_0073,protein_0095,0.19491525423728814
protein_0073,protein_0096,0.14285714285714285
protein_0073,protein_0097,0.32978723404255317
protein_0073,protein_0098,0.22988505747126436
protein_0073,protein_0099,0.10091743119266056
protein_0073,protein_0100,0.15555555555555556
protein_0073,protein_0102,0.25842696629213485
protein_0073,protein_0103,0.25555555555555554
protein_0073,protein_0104,0.144
protein_0073,protein_0105,0.1134020618556701
protein_0073,protein_0106,0.10344827586206896
protein_0073,protein_0107,0.22988505747126436
protein_0073,protein_0108,0.20833333333333334
protein_0073,protein_0109,0.11494252873563218
protein_0073,protein_0110,0.38636363636363635
protein_0073,protein_0111,0.3448275862068966
protein_0073,protein_0112,0.19444444444444445
protein_0073,protein_0113,0.34831460674157305
protein_0073,protein_0114,0.2413793103448276
protein_0073,protein_0115,0.23333333333333334
protein_0073,protein_0116,0.15447154471544716
protein_0073,protein_0117,0.15447154471544716
protein_0073,protein_0118,0.1724137931034483
protein_0073,protein_0119,0.18269230769230768
protein_0073,protein_0120,0.22988505747126436
protein_0073,protein_0121,0.22988505747126436
protein_0073,protein_0122,0.27586206896551724
protein_0073,protein_0123,0.19540229885057472
protein_0073,protein_0125,0.18584070796460178
protein_0073,protein_0126,0.12
protein_0073,protein_0127,0.2413793103448276
protein_0073,protein_0128,0.27586206896551724
protein_0073,protein_0129,0.22988505747126436
protein_0073,protein_0130,0.15
protein_0073,protein_0131,0.10344827586206896
protein_0073,protein_0132,0.18518518518518517
protein_0073,protein_0133,0.18518518518518517
protein_0073,protein_0134,0.29213483146067415
protein_0073,protein_0135,0.25287356321839083
protein_0073,protein_0136,0.14166666666666666
protein_0073,protein_0137,0.1111111111111111
protein_0073,protein_0138,0.1111111111111111
protein_0073,protein_0139,0.20689655172413793
protein_0073,protein_0141,0.28735632183908044
protein_0073,protein_0142,0.3333333333333333
protein_0073,protein_0143,0.3218390804597701
protein_0073,protein_0144,0.3181818181818182
protein_0073,protein_0145,0.16666666666666666
protein_0073,protein_0146,0.1839080459770115
protein_0073,protein_0147,0.26373626373626374
protein_0073,protein_0149,0.1839080459770115
protein_0073,protein_0150,0.2826086956521739
protein_0073,protein_0151,0.20212765957446807
protein_0073,protein_0153,0.16091954022988506
protein_0073,protein_0154,0.16091954022988506
protein_0073,protein_0155,0.18333333333333332
protein_0073,protein_0156,0.1891891891891892
protein_0073,protein_0157,0.12359550561797752
protein_0073,protein_0158,0.19101123595505617
protein_0073,protein_0159,0.25287356321839083
protein_0073,protein_0160,0.2988505747126437
protein_0073,protein_0161,0.1452991452991453
protein_0073,protein_0162,0.25287356321839083
protein_0073,protein_0163,0.1792452830188679
protein_0073,protein_0164,0.2777777777777778
protein_0073,protein_0165,0.17777777777777778
protein_0073,protein_0166,0.25555555555555554
protein_0073,protein_0167,0.12173913043478261
protein_0073,protein_0168,0.12173913043478261
protein_0073,protein_0169,0.13445378151260504
protein_0073,protein_0170,0.26666666666666666
protein_0073,protein_0171,0.5057471264367817
protein_0073,protein_0174,0.2840909090909091
protein_0073,protein_0175,0.29545454545454547
protein_0073,protein_0177,0.19318181818181818
protein_0073,protein_0178,0.15833333333333333
protein_0073,protein_0179,0.1440677966101695
protein_0073,protein_0180,0.25
protein_0073,protein_0182,0.26881720430107525
protein_0073,protein_0183,0.1782178217821782
protein_0073,protein_0184,0.3068181818181818
protein_0073,protein_0185,0.19
protein_0073,protein_0186,0.1782178217821782
protein_0073,protein_0187,0.25287356321839083
protein_0073,protein_0188,0.1724137931034483
protein_0073,protein_0189,0.25287356321839083
protein_0073,protein_0190,0.38636363636363635
protein_0073,protein_0191,0.2413793103448276
protein_0073,protein_0192,0.26666666666666666
protein_0073,protein_0193,0.23863636363636365
protein_0073,protein_0194,0.34831460674157305
protein_0073,protein_0195,0.3333333333333333
protein_0073,protein_0196,0.3103448275862069
protein_0073,protein_0197,0.358695652173913
protein_0073,protein_0198,0.25287356321839083
protein_0073,protein_0199,0.17777777777777778
protein_0073,protein_0200,0.3977272727272727
protein_0073,protein_0201,0.17757009345794392
protein_0073,protein_0202,0.26436781609195403
protein_0073,protein_0203,0.192
protein_0073,protein_0204,0.14772727272727273
protein_0073,protein_0205,0.10232558139534884
protein_0073,protein_0206,0.3563218390804598
protein_0073,protein_0207,0.15702479338842976
protein_0073,protein_0208,0.1440677966101695
protein_0073,protein_0209,0.25287356321839083
protein_0073,protein_0210,0.28735632183908044
protein_0073,protein_0211,0.16822429906542055
protein_0073,protein_0212,0.15217391304347827
protein_0073,protein_0213,0.25287356321839083
protein_0073,protein_0214,0.13793103448275862
protein_0073,protein_0215,0.11494252873563218
protein_0073,protein_0216,0.1650485436893204
protein_0073,protein_0217,0.17708333333333334
protein_0073,protein_0218,0.145985401459854
protein_0073,protein_0219,0.14166666666666666
protein_0073,protein_0220,0.25
protein_0073,protein_0221,0.13793103448275862
protein_0073,protein_0222,0.3218390804597701
protein_0073,protein_0224,0.16091954022988506
protein_0073,protein_0225,0.13978494623655913
protein_0073,protein_0226,0.18627450980392157
protein_0073,protein_0228,0.22448979591836735
protein_0073,protein_0229,0.15053763440860216
protein_0073,protein_0230,0.2087912087912088
protein_0073,protein_0231,0.28735632183908044
protein_0073,protein_0232,0.16091954022988506
protein_0073,protein_0233,0.14960629921259844
protein_0073,protein_0234,0.13513513513513514
protein_0073,protein_0235,0.16981132075471697
protein_0073,protein_0236,0.3103448275862069
protein_0073,protein_0237,0.3103448275862069
protein_0073,protein_0238,0.11278195488721804
protein_0073,protein_0239,0.2840909090909091
protein_0073,protein_0240,0.3076923076923077
protein_0073,protein_0241,0.27586206896551724
protein_0073,protein_0242,0.13978494623655913
protein_0073,protein_0243,0.25287356321839083
protein_0073,protein_0244,0.12643678160919541
protein_0073,protein_0245,0.19130434782608696
protein_0073,protein_0247,0.1810344827586207
protein_0073,protein_0248,0.25274725274725274
protein_0073,protein_0249,0.25287356321839083
protein_0073,protein_0250,0.17592592592592593
protein_0073,protein_0251,0.15625
protein_0073,protein_0252,0.16161616161616163
protein_0073,protein_0253,0.17886178861788618
protein_0073,protein_0254,0.1839080459770115
protein_0073,protein_0256,0.1509433962264151
protein_0073,protein_0257,0.1619047619047619
protein_0073,protein_0258,0.3522727272727273
protein_0073,protein_0259,0.1590909090909091
protein_0073,protein_0260,0.1590909090909091
protein_0073,protein_0261,0.12149532710280374
protein_0073,protein_0262,0.13138686131386862
protein_0073,protein_0263,0.125
protein_0073,protein_0264,0.2727272727272727
protein_0073,protein_0265,0.2727272727272727
protein_0073,protein_0266,0.16853932584269662
protein_0073,protein_0267,0.2553191489361702
protein_0073,protein_0269,0.17355371900826447
protein_0073,protein_0270,0.16483516483516483
protein_0073,protein_0271,0.16091954022988506
protein_0073,protein_0272,0.3793103448275862
protein_0073,protein_0273,0.39080459770114945
protein_0073,protein_0274,0.2087912087912088
protein_0073,protein_0275,0.1504424778761062
protein_0073,protein_0276,0.22988505747126436
protein_0073,protein_0277,0.12643678160919541
protein_0073,protein_0278,0.25555555555555554
protein_0073,protein_0279,0.3
protein_0073,protein_0280,0.25555555555555554
protein_0073,protein_0281,0.14035087719298245
protein_0073,protein_0282,0.12643678160919541
protein_0073,protein_0283,0.0871559633027523
protein_0073,protein_0284,0.3103448275862069
protein_0073,protein_0285,0.367816091954023
protein_0073,protein_0286,0.15053763440860216
protein_0073,protein_0287,0.2222222222222222
protein_0073,protein_0288,0.2777777777777778
protein_0073,protein_0290,0.17307692307692307
protein_0073,protein_0291,0.2988505747126437
protein_0073,protein_0292,0.1839080459770115
protein_0073,protein_0293,0.2
protein_0073,protein_0295,0.14736842105263157
protein_0073,protein_0296,0.11864406779661017
protein_0073,protein_0297,0.15730337078651685
protein_0073,protein_0298,0.13793103448275862
protein_0073,protein_0299,0.1875
protein_0073,protein_0300,0.14736842105263157
protein_0073,protein_0301,0.14736842105263157
protein_0073,protein_0302,0.10599078341013825
protein_0073,protein_0303,0.24719101123595505
protein_0073,protein_0304,0.18181818181818182
protein_0073,protein_0305,0.1782178217821782
protein_0073,protein_0306,0.14049586776859505
protein_0073,protein_0307,0.14516129032258066
protein_0073,protein_0308,0.16379310344827586
protein_0073,protein_0309,0.1792452830188679
protein_0073,protein_0310,0.14953271028037382
protein_0073,protein_0311,0.2413793103448276
protein_0073,protein_0312,0.25287356321839083
protein_0073,protein_0313,0.2967032967032967
protein_0073,protein_0314,0.125
protein_0073,protein_0315,0.15833333333333333
protein_0073,protein_0316,0.18888888888888888
protein_0073,protein_0317,0.1941747572815534
protein_0073,protein_0318,0.12931034482758622
protein_0073,protein_0319,0.367816091954023
protein_0073,protein_0322,0.25287356321839083
protein_0073,protein_0323,0.26436781609195403
protein_0073,protein_0324,0.20454545454545456
protein_0073,protein_0325,0.11811023622047244
protein_0073,protein_0326,0.15555555555555556
protein_0073,protein_0327,0.28735632183908044
protein_0073,protein_0328,0.13559322033898305
protein_0073,protein_0329,0.13559322033898305
protein_0073,protein_0330,0.3218390804597701
protein_0073,protein_0331,0.12643678160919541
protein_0073,protein_0332,0.27586206896551724
protein_0073,protein_0333,0.26436781609195403
protein_0073,protein_0334,0.16666666666666666
protein_0073,protein_0335,0.168141592920354
protein_0073,protein_0336,0.18181818181818182
protein_0073,protein_0337,0.30526315789473685
protein_0073,protein_0339,0.1797752808988764
protein_0073,protein_0340,0.18518518518518517
protein_0073,protein_0341,0.21568627450980393
protein_0073,protein_0342,0.18888888888888888
protein_0073,protein_0343,0.1797752808988764
protein_0073,protein_0344,0.22988505747126436
protein_0073,protein_0345,0.13821138211382114
protein_0073,protein_0346,0.13821138211382114
protein_0073,protein_0347,0.18181818181818182
protein_0073,protein_0348,0.13675213675213677
protein_0073,protein_0349,0.20754716981132076
protein_0073,protein_0350,0.22988505747126436
protein_0073,protein_0351,0.3448275862068966
protein_0073,protein_0353,0.09565217391304348
protein_0073,protein_0354,0.37362637362637363
protein_0073,protein_0355,0.3068181818181818
protein_0073,protein_0356,0.21839080459770116
protein_0073,protein_0357,0.125
protein_0073,protein_0358,0.22988505747126436
protein_0073,protein_0359,0.14173228346456693
protein_0073,protein_0360,0.26136363636363635
protein_0073,protein_0361,0.0975609756097561
protein_0073,protein_0362,0.21875
protein_0073,protein_0363,0.21875
protein_0073,protein_0364,0.21875
protein_0073,protein_0365,0.21739130434782608
protein_0073,protein_0366,0.21875
protein_0073,protein_0367,0.16346153846153846
protein_0073,protein_0368,0.09090909090909091
protein_0073,protein_0370,0.22988505747126436
protein_0073,protein_0371,0.2413793103448276
