query_protein,train_protein,similarity_score
protein_0048,protein_0394,0.16666666666666666
protein_0048,protein_0395,0.21505376344086022
protein_0048,protein_0396,0.14285714285714285
protein_0048,protein_0398,0.1532258064516129
protein_0050,protein_0000,0.14150943396226415
protein_0050,protein_0001,0.16
protein_0050,protein_0002,0.18095238095238095
protein_0050,protein_0003,0.14545454545454545
protein_0050,protein_0004,0.14285714285714285
protein_0050,protein_0005,0.11650485436893204
protein_0050,protein_0006,0.14018691588785046
protein_0050,protein_0007,0.15
protein_0050,protein_0008,0.49
protein_0050,protein_0009,0.16666666666666666
protein_0050,protein_0010,0.13725490196078433
protein_0050,protein_0011,0.1568627450980392
protein_0050,protein_0012,0.1485148514851485
protein_0050,protein_0013,0.0970873786407767
protein_0050,protein_0014,0.23232323232323232
protein_0050,protein_0015,0.27
protein_0050,protein_0016,0.5050505050505051
protein_0050,protein_0017,0.10869565217391304
protein_0050,protein_0018,0.14563106796116504
protein_0050,protein_0019,0.15151515151515152
protein_0050,protein_0022,0.13793103448275862
protein_0050,protein_0023,0.1391304347826087
protein_0050,protein_0024,0.12096774193548387
protein_0050,protein_0025,0.14
protein_0050,protein_0026,0.15151515151515152
protein_0050,protein_0027,0.18446601941747573
protein_0050,protein_0028,0.1724137931034483
protein_0050,protein_0029,0.1650485436893204
protein_0050,protein_0030,0.1937984496124031
protein_0050,protein_0031,0.37
protein_0050,protein_0032,0.17307692307692307
protein_0050,protein_0033,0.12745098039215685
protein_0050,protein_0034,0.15384615384615385
protein_0050,protein_0035,0.19469026548672566
protein_0050,protein_0036,0.18181818181818182
protein_0050,protein_0037,0.14814814814814814
protein_0050,protein_0038,0.14814814814814814
protein_0050,protein_0039,0.15384615384615385
protein_0050,protein_0040,0.14705882352941177
protein_0050,protein_0041,0.1523809523809524
protein_0050,protein_0042,0.10101010101010101
protein_0050,protein_0043,0.1188118811881188
protein_0050,protein_0044,0.10891089108910891
protein_0050,protein_0045,0.11538461538461539
protein_0050,protein_0046,0.16
protein_0050,protein_0047,0.16037735849056603
protein_0050,protein_0049,0.1346153846153846
protein_0050,protein_0051,0.16
protein_0050,protein_0052,0.1346153846153846
protein_0050,protein_0053,0.15151515151515152
protein_0050,protein_0055,0.1794871794871795
protein_0050,protein_0056,0.16666666666666666
protein_0050,protein_0057,0.16831683168316833
protein_0050,protein_0059,0.1188118811881188
protein_0050,protein_0060,0.19469026548672566
protein_0050,protein_0061,0.14563106796116504
protein_0050,protein_0062,0.11764705882352941
protein_0050,protein_0063,0.11162790697674418
protein_0050,protein_0064,0.10576923076923077
protein_0050,protein_0065,0.47474747474747475
protein_0050,protein_0066,0.13043478260869565
protein_0050,protein_0067,0.16666666666666666
protein_0050,protein_0068,0.14285714285714285
protein_0050,protein_0069,0.10891089108910891
protein_0050,protein_0070,0.12871287128712872
protein_0050,protein_0072,0.16831683168316833
protein_0050,protein_0073,0.13592233009708737
protein_0050,protein_0074,0.43434343434343436
protein_0050,protein_0075,0.16822429906542055
protein_0050,protein_0076,0.15
protein_0050,protein_0077,0.14285714285714285
protein_0050,protein_0078,0.16964285714285715
protein_0050,protein_0079,0.16964285714285715
protein_0050,protein_0080,0.17307692307692307
protein_0050,protein_0081,0.16346153846153846
protein_0050,protein_0082,0.09565217391304348
protein_0050,protein_0083,0.14423076923076922
protein_0050,protein_0084,0.16981132075471697
protein_0050,protein_0085,0.10256410256410256
protein_0050,protein_0086,0.125
protein_0050,protein_0088,0.10784313725490197
protein_0050,protein_0089,0.17355371900826447
protein_0050,protein_0090,0.17355371900826447
protein_0050,protein_0091,0.18181818181818182
protein_0050,protein_0092,0.18181818181818182
protein_0050,protein_0093,0.14423076923076922
protein_0050,protein_0094,0.15
protein_0050,protein_0095,0.18032786885245902
protein_0050,protein_0096,0.23232323232323232
protein_0050,protein_0097,0.14563106796116504
protein_0050,protein_0098,0.14705882352941177
protein_0050,protein_0100,0.1782178217821782
protein_0050,protein_0101,0.14563106796116504
protein_0050,protein_0103,0.18446601941747573
protein_0050,protein_0104,0.15
protein_0050,protein_0105,0.09090909090909091
protein_0050,protein_0107,0.14285714285714285
protein_0050,protein_0108,0.1188118811881188
protein_0050,protein_0109,0.13
protein_0050,protein_0110,0.12612612612612611
protein_0050,protein_0111,0.11428571428571428
protein_0050,protein_0112,0.12380952380952381
protein_0050,protein_0113,0.09900990099009901
protein_0050,protein_0114,0.1346153846153846
protein_0050,protein_0115,0.125
protein_0050,protein_0116,0.1557377049180328
protein_0050,protein_0117,0.1557377049180328
protein_0050,protein_0118,0.18
protein_0050,protein_0119,0.1532258064516129
protein_0050,protein_0120,0.1553398058252427
protein_0050,protein_0122,0.1588785046728972
protein_0050,protein_0123,0.13131313131313133
protein_0050,protein_0124,0.1650485436893204
protein_0050,protein_0125,0.4444444444444444
protein_0050,protein_0126,0.47474747474747475
protein_0050,protein_0127,0.1523809523809524
protein_0050,protein_0128,0.15
protein_0050,protein_0129,0.16666666666666666
protein_0050,protein_0131,0.1485148514851485
protein_0050,protein_0132,0.16260162601626016
protein_0050,protein_0133,0.16260162601626016
protein_0050,protein_0134,0.15384615384615385
protein_0050,protein_0135,0.125
protein_0050,protein_0136,0.176
protein_0050,protein_0137,0.13445378151260504
protein_0050,protein_0138,0.13445378151260504
protein_0050,protein_0139,0.16
protein_0050,protein_0140,0.1523809523809524
protein_0050,protein_0141,0.17117117117117117
protein_0050,protein_0142,0.12380952380952381
protein_0050,protein_0143,0.19230769230769232
protein_0050,protein_0144,0.19047619047619047
protein_0050,protein_0145,0.1553398058252427
protein_0050,protein_0146,0.16037735849056603
protein_0050,protein_0147,0.12871287128712872
protein_0050,protein_0148,0.15384615384615385
protein_0050,protein_0150,0.1568627450980392
protein_0050,protein_0152,0.17142857142857143
protein_0050,protein_0153,0.2079207920792079
protein_0050,protein_0154,0.19801980198019803
protein_0050,protein_0155,0.13675213675213677
protein_0050,protein_0156,0.1565217391304348
protein_0050,protein_0157,0.17475728155339806
protein_0050,protein_0158,0.16
protein_0050,protein_0159,0.10891089108910891
protein_0050,protein_0161,0.168
protein_0050,protein_0162,0.12
protein_0050,protein_0163,0.12195121951219512
protein_0050,protein_0164,0.1188118811881188
protein_0050,protein_0165,0.16
protein_0050,protein_0166,0.1188118811881188
protein_0050,protein_0167,0.17424242424242425
protein_0050,protein_0168,0.16666666666666666
protein_0050,protein_0170,0.10101010101010101
protein_0050,protein_0171,0.1619047619047619
protein_0050,protein_0172,0.17355371900826447
protein_0050,protein_0173,0.16666666666666666
protein_0050,protein_0175,0.1619047619047619
protein_0050,protein_0176,0.1717171717171717
protein_0050,protein_0177,0.12121212121212122
protein_0050,protein_0178,0.15
protein_0050,protein_0179,0.1076923076923077
protein_0050,protein_0180,0.1568627450980392
protein_0050,protein_0181,0.1553398058252427
protein_0050,protein_0182,0.17
protein_0050,protein_0183,0.27
protein_0050,protein_0184,0.08
protein_0050,protein_0185,0.13
protein_0050,protein_0186,0.27
protein_0050,protein_0190,0.1782178217821782
protein_0050,protein_0192,0.12
protein_0050,protein_0193,0.11538461538461539
protein_0050,protein_0194,0.14705882352941177
protein_0050,protein_0195,0.16831683168316833
protein_0050,protein_0196,0.15841584158415842
protein_0050,protein_0197,0.0891089108910891
protein_0050,protein_0198,0.1346153846153846
protein_0050,protein_0199,0.1509433962264151
protein_0050,protein_0200,0.13761467889908258
protein_0050,protein_0201,0.12264150943396226
protein_0050,protein_0202,0.14285714285714285
protein_0050,protein_0203,0.15
protein_0050,protein_0204,0.1346153846153846
protein_0050,protein_0205,0.14218009478672985
protein_0050,protein_0206,0.16831683168316833
protein_0050,protein_0207,0.12698412698412698
protein_0050,protein_0208,0.13559322033898305
protein_0050,protein_0209,0.10891089108910891
protein_0050,protein_0210,0.13861386138613863
protein_0050,protein_0211,0.1509433962264151
protein_0050,protein_0212,0.14705882352941177
protein_0050,protein_0213,0.13
protein_0050,protein_0215,0.16
protein_0050,protein_0216,0.12605042016806722
protein_0050,protein_0217,0.1188118811881188
protein_0050,protein_0218,0.136
protein_0050,protein_0219,0.144
protein_0050,protein_0220,0.12380952380952381
protein_0050,protein_0221,0.13725490196078433
protein_0050,protein_0222,0.1262135922330097
protein_0050,protein_0223,0.13131313131313133
protein_0050,protein_0224,0.13131313131313133
protein_0050,protein_0225,0.1485148514851485
protein_0050,protein_0226,0.10784313725490197
protein_0050,protein_0227,0.08080808080808081
protein_0050,protein_0228,0.14545454545454545
protein_0050,protein_0229,0.13131313131313133
protein_0050,protein_0230,0.12173913043478261
protein_0050,protein_0231,0.2
protein_0050,protein_0232,0.16161616161616163
protein_0050,protein_0233,0.1640625
protein_0050,protein_0234,0.43
protein_0050,protein_0236,0.1342281879194631
protein_0050,protein_0237,0.1342281879194631
protein_0050,protein_0238,0.12121212121212122
protein_0050,protein_0239,0.13
protein_0050,protein_0240,0.14705882352941177
protein_0050,protein_0241,0.13725490196078433
protein_0050,protein_0242,0.18181818181818182
protein_0050,protein_0244,0.1919191919191919
protein_0050,protein_0245,0.17355371900826447
protein_0050,protein_0246,0.45454545454545453
protein_0050,protein_0247,0.1782178217821782
protein_0050,protein_0248,0.13725490196078433
protein_0050,protein_0249,0.10576923076923077
protein_0050,protein_0250,0.20754716981132076
protein_0050,protein_0251,0.17307692307692307
protein_0050,protein_0253,0.11206896551724138
protein_0050,protein_0254,0.11764705882352941
protein_0050,protein_0255,0.12280701754385964
protein_0050,protein_0256,0.1592920353982301
protein_0050,protein_0258,0.14423076923076922
protein_0050,protein_0259,0.18811881188118812
protein_0050,protein_0260,0.18811881188118812
protein_0050,protein_0261,0.43434343434343436
protein_0050,protein_0262,0.10294117647058823
protein_0050,protein_0263,0.16666666666666666
protein_0050,protein_0264,0.17142857142857143
protein_0050,protein_0265,0.17142857142857143
protein_0050,protein_0266,0.22330097087378642
protein_0050,protein_0267,0.1619047619047619
protein_0050,protein_0268,0.13131313131313133
protein_0050,protein_0269,0.14184397163120568
protein_0050,protein_0271,0.1414141414141414
protein_0050,protein_0272,0.16025641025641027
protein_0050,protein_0273,0.1568627450980392
protein_0050,protein_0274,0.1523809523809524
protein_0050,protein_0275,0.48484848484848486
protein_0050,protein_0277,0.1414141414141414
protein_0050,protein_0278,0.10891089108910891
protein_0050,protein_0279,0.15
protein_0050,protein_0280,0.18181818181818182
protein_0050,protein_0281,0.17094017094017094
protein_0050,protein_0282,0.1388888888888889
protein_0050,protein_0283,0.13761467889908258
protein_0050,protein_0284,0.16216216216216217
protein_0050,protein_0285,0.1619047619047619
protein_0050,protein_0286,0.16981132075471697
protein_0050,protein_0287,0.12096774193548387
protein_0050,protein_0288,0.06930693069306931
protein_0050,protein_0289,0.1568627450980392
protein_0050,protein_0290,0.11965811965811966
protein_0050,protein_0291,0.1717171717171717
protein_0050,protein_0292,0.16161616161616163
protein_0050,protein_0294,0.17
protein_0050,protein_0295,0.17475728155339806
protein_0050,protein_0296,0.13178294573643412
protein_0050,protein_0297,0.1717171717171717
protein_0050,protein_0298,0.16
protein_0050,protein_0299,0.10101010101010101
protein_0050,protein_0300,0.18269230769230768
protein_0050,protein_0301,0.18269230769230768
protein_0050,protein_0302,0.12903225806451613
protein_0050,protein_0303,0.13333333333333333
protein_0050,protein_0304,0.18095238095238095
protein_0050,protein_0305,0.18691588785046728
protein_0050,protein_0306,0.1794871794871795
protein_0050,protein_0307,0.13559322033898305
protein_0050,protein_0309,0.14
protein_0050,protein_0310,0.45454545454545453
protein_0050,protein_0311,0.0707070707070707
protein_0050,protein_0312,0.16346153846153846
protein_0050,protein_0314,0.12962962962962962
protein_0050,protein_0315,0.12396694214876033
protein_0050,protein_0316,0.16
protein_0050,protein_0317,0.12745098039215685
protein_0050,protein_0318,0.17094017094017094
protein_0050,protein_0319,0.1782178217821782
protein_0050,protein_0320,0.14705882352941177
protein_0050,protein_0321,0.09401709401709402
protein_0050,protein_0322,0.15789473684210525
protein_0050,protein_0323,0.15841584158415842
protein_0050,protein_0324,0.14953271028037382
protein_0050,protein_0325,0.17886178861788618
protein_0050,protein_0326,0.13
protein_0050,protein_0327,0.10891089108910891
protein_0050,protein_0328,0.19166666666666668
protein_0050,protein_0329,0.19166666666666668
protein_0050,protein_0331,0.1650485436893204
protein_0050,protein_0332,0.19607843137254902
protein_0050,protein_0333,0.18
protein_0050,protein_0334,0.11764705882352941
protein_0050,protein_0335,0.12389380530973451
protein_0050,protein_0336,0.16
protein_0050,protein_0337,0.16778523489932887
protein_0050,protein_0338,0.18691588785046728
protein_0050,protein_0339,0.16831683168316833
protein_0050,protein_0340,0.1509433962264151
protein_0050,protein_0341,0.11504424778761062
protein_0050,protein_0342,0.1111111111111111
protein_0050,protein_0345,0.1794871794871795
protein_0050,protein_0346,0.1794871794871795
protein_0050,protein_0347,0.17
protein_0050,protein_0349,0.09322033898305085
protein_0050,protein_0350,0.13333333333333333
protein_0050,protein_0351,0.13725490196078433
protein_0050,protein_0352,0.13131313131313133
protein_0050,protein_0353,0.18487394957983194
protein_0050,protein_0354,0.10891089108910891
protein_0050,protein_0355,0.16176470588235295
protein_0050,protein_0356,0.14
protein_0050,protein_0357,0.14754098360655737
protein_0050,protein_0358,0.14285714285714285
protein_0050,protein_0360,0.10101010101010101
protein_0050,protein_0361,0.12903225806451613
protein_0050,protein_0362,0.12264150943396226
protein_0050,protein_0363,0.12264150943396226
protein_0050,protein_0364,0.12871287128712872
protein_0050,protein_0365,0.13725490196078433
protein_0050,protein_0366,0.13725490196078433
protein_0050,protein_0367,0.45454545454545453
protein_0050,protein_0368,0.14150943396226415
protein_0050,protein_0369,0.12121212121212122
protein_0050,protein_0370,0.14285714285714285
protein_0050,protein_0371,0.13861386138613863
protein_0050,protein_0373,0.11403508771929824
protein_0050,protein_0374,0.14285714285714285
protein_0050,protein_0375,0.13725490196078433
protein_0050,protein_0376,0.4444444444444444
protein_0050,protein_0377,0.12
protein_0050,protein_0378,0.19642857142857142
protein_0050,protein_0379,0.1568627450980392
protein_0050,protein_0380,0.1568627450980392
protein_0050,protein_0381,0.1568627450980392
protein_0050,protein_0382,0.1388888888888889
protein_0050,protein_0383,0.19
protein_0050,protein_0384,0.1262135922330097
protein_0050,protein_0385,0.29
protein_0050,protein_0386,0.15454545454545454
protein_0050,protein_0387,0.1650485436893204
protein_0050,protein_0388,0.1485148514851485
protein_0050,protein_0389,0.1111111111111111
protein_0050,protein_0390,0.16666666666666666
protein_0050,protein_0391,0.1834862385321101
protein_0050,protein_0392,0.1553398058252427
protein_0050,protein_0393,0.1650485436893204
protein_0050,protein_0394,0.15126050420168066
protein_0050,protein_0395,0.09615384615384616
protein_0050,protein_0396,0.15702479338842976
protein_0050,protein_0398,0.18181818181818182
protein_0054,protein_0000,0.1452991452991453
protein_0054,protein_0001,0.13675213675213677
protein_0054,protein_0002,0.15384615384615385
protein_0054,protein_0003,0.1282051282051282
protein_0054,protein_0004,0.1452991452991453
protein_0054,protein_0005,0.13675213675213677
protein_0054,protein_0006,0.125
protein_0054,protein_0007,0.13675213675213677
protein_0054,protein_0008,0.18333333333333332
protein_0054,protein_0009,0.11965811965811966
protein_0054,protein_0010,0.16535433070866143
protein_0054,protein_0011,0.1452991452991453
protein_0054,protein_0012,0.17073170731707318
protein_0054,protein_0013,0.1487603305785124
protein_0054,protein_0014,0.16030534351145037
protein_0054,protein_0015,0.15833333333333333
protein_0054,protein_0016,0.19491525423728814
protein_0054,protein_0017,0.13138686131386862
protein_0054,protein_0018,0.11965811965811966
protein_0054,protein_0019,0.14754098360655737
protein_0054,protein_0022,0.1440677966101695
protein_0054,protein_0023,0.17094017094017094
protein_0054,protein_0024,0.4330708661417323
protein_0054,protein_0025,0.11864406779661017
protein_0054,protein_0026,0.19708029197080293
protein_0054,protein_0027,0.14754098360655737
protein_0054,protein_0028,0.1171875
protein_0054,protein_0029,0.1452991452991453
protein_0054,protein_0030,0.3709677419354839
protein_0054,protein_0031,0.19548872180451127
protein_0054,protein_0032,0.11016949152542373
protein_0054,protein_0033,0.1282051282051282
protein_0054,protein_0034,0.09401709401709402
protein_0054,protein_0035,0.5983606557377049
protein_0054,protein_0036,0.11864406779661017
protein_0054,protein_0037,0.175
protein_0054,protein_0038,0.175
protein_0054,protein_0039,0.11965811965811966
protein_0054,protein_0040,0.13114754098360656
protein_0054,protein_0041,0.1623931623931624
protein_0054,protein_0042,0.12903225806451613
protein_0054,protein_0043,0.12030075187969924
protein_0054,protein_0044,0.15
protein_0054,protein_0045,0.11965811965811966
protein_0054,protein_0046,0.1452991452991453
protein_0054,protein_0047,0.09401709401709402
protein_0054,protein_0049,0.10256410256410256
protein_0054,protein_0051,0.14166666666666666
protein_0054,protein_0052,0.1452991452991453
protein_0054,protein_0053,0.175
protein_0054,protein_0055,0.6666666666666666
protein_0054,protein_0056,0.16129032258064516
protein_0054,protein_0057,0.13675213675213677
protein_0054,protein_0059,0.1452991452991453
protein_0054,protein_0060,0.18333333333333332
protein_0054,protein_0061,0.1652892561983471
protein_0054,protein_0062,0.15447154471544716
protein_0054,protein_0063,0.14084507042253522
protein_0054,protein_0064,0.152
protein_0054,protein_0065,0.11965811965811966
protein_0054,protein_0066,0.11450381679389313
protein_0054,protein_0067,0.13178294573643412
protein_0054,protein_0068,0.18253968253968253
protein_0054,protein_0069,0.1623931623931624
protein_0054,protein_0070,0.1794871794871795
protein_0054,protein_0072,0.1282051282051282
protein_0054,protein_0073,0.11965811965811966
protein_0054,protein_0074,0.14049586776859505
protein_0054,protein_0075,0.12307692307692308
protein_0054,protein_0076,0.1016949152542373
protein_0054,protein_0077,0.15254237288135594
protein_0054,protein_0078,0.17886178861788618
protein_0054,protein_0079,0.17886178861788618
protein_0054,protein_0080,0.10256410256410256
protein_0054,protein_0081,0.125
protein_0054,protein_0082,0.17164179104477612
protein_0054,protein_0083,0.1092436974789916
protein_0054,protein_0084,0.1487603305785124
protein_0054,protein_0085,0.14285714285714285
protein_0054,protein_0086,0.14166666666666666
protein_0054,protein_0088,0.14285714285714285
protein_0054,protein_0089,0.12213740458015267
protein_0054,protein_0090,0.1297709923664122
protein_0054,protein_0091,0.11290322580645161
protein_0054,protein_0092,0.11290322580645161
protein_0054,protein_0093,0.13385826771653545
protein_0054,protein_0094,0.4146341463414634
protein_0054,protein_0095,0.1297709923664122
protein_0054,protein_0096,0.13333333333333333
protein_0054,protein_0097,0.13675213675213677
protein_0054,protein_0098,0.12295081967213115
protein_0054,protein_0100,0.13675213675213677
protein_0054,protein_0101,0.11965811965811966
protein_0054,protein_0103,0.15702479338842976
protein_0054,protein_0104,0.43089430894308944
protein_0054,protein_0105,0.13821138211382114
protein_0054,protein_0107,0.15384615384615385
protein_0054,protein_0108,0.12396694214876033
protein_0054,protein_0109,0.15126050420168066
protein_0054,protein_0110,0.15966386554621848
protein_0054,protein_0111,0.10569105691056911
protein_0054,protein_0112,0.1440677966101695
protein_0054,protein_0113,0.1282051282051282
protein_0054,protein_0114,0.10569105691056911
protein_0054,protein_0115,0.1282051282051282
protein_0054,protein_0116,0.12403100775193798
protein_0054,protein_0117,0.12403100775193798
protein_0054,protein_0118,0.15384615384615385
protein_0054,protein_0119,0.12698412698412698
protein_0054,protein_0120,0.12195121951219512
protein_0054,protein_0122,0.21008403361344538
protein_0054,protein_0123,0.11965811965811966
protein_0054,protein_0124,0.14516129032258066
protein_0054,protein_0125,0.17796610169491525
protein_0054,protein_0126,0.1864406779661017
protein_0054,protein_0127,0.16101694915254236
protein_0054,protein_0128,0.13114754098360656
protein_0054,protein_0129,0.16666666666666666
protein_0054,protein_0131,0.13559322033898305
protein_0054,protein_0132,0.13821138211382114
protein_0054,protein_0133,0.13821138211382114
protein_0054,protein_0134,0.09848484848484848
protein_0054,protein_0135,0.1440677966101695
protein_0054,protein_0136,0.48717948717948717
protein_0054,protein_0137,0.425
protein_0054,protein_0138,0.425
protein_0054,protein_0139,0.15254237288135594
protein_0054,protein_0140,0.15384615384615385
protein_0054,protein_0141,0.19166666666666668
protein_0054,protein_0142,0.13114754098360656
protein_0054,protein_0143,0.15254237288135594
protein_0054,protein_0144,0.13559322033898305
protein_0054,protein_0145,0.11965811965811966
protein_0054,protein_0146,0.09090909090909091
protein_0054,protein_0147,0.17796610169491525
protein_0054,protein_0148,0.1721311475409836
protein_0054,protein_0150,0.15079365079365079
protein_0054,protein_0152,0.1794871794871795
protein_0054,protein_0153,0.1557377049180328
protein_0054,protein_0154,0.15384615384615385
protein_0054,protein_0155,0.1349206349206349
protein_0054,protein_0156,0.21138211382113822
protein_0054,protein_0157,0.10852713178294573
protein_0054,protein_0158,0.1282051282051282
protein_0054,protein_0159,0.10256410256410256
protein_0054,protein_0161,0.3515625
protein_0054,protein_0162,0.15384615384615385
protein_0054,protein_0163,0.1640625
protein_0054,protein_0164,0.10256410256410256
protein_0054,protein_0165,0.1111111111111111
protein_0054,protein_0166,0.11965811965811966
protein_0054,protein_0167,0.15151515151515152
protein_0054,protein_0168,0.16666666666666666
protein_0054,protein_0170,0.15254237288135594
protein_0054,protein_0171,0.13709677419354838
protein_0054,protein_0172,0.41935483870967744
protein_0054,protein_0173,0.125
protein_0054,protein_0175,0.1452991452991453
protein_0054,protein_0176,0.16101694915254236
protein_0054,protein_0177,0.1282051282051282
protein_0054,protein_0178,0.37815126050420167
protein_0054,protein_0179,0.3644067796610169
protein_0054,protein_0180,0.109375
protein_0054,protein_0181,0.13178294573643412
protein_0054,protein_0182,0.13675213675213677
protein_0054,protein_0183,0.15503875968992248
protein_0054,protein_0184,0.1297709923664122
protein_0054,protein_0185,0.1271186440677966
protein_0054,protein_0186,0.16279069767441862
protein_0054,protein_0190,0.10317460317460317
protein_0054,protein_0192,0.13675213675213677
protein_0054,protein_0193,0.11904761904761904
protein_0054,protein_0194,0.16806722689075632
protein_0054,protein_0195,0.175
protein_0054,protein_0196,0.125
protein_0054,protein_0197,0.1282051282051282
protein_0054,protein_0198,0.15254237288135594
protein_0054,protein_0199,0.13636363636363635
protein_0054,protein_0200,0.11965811965811966
protein_0054,protein_0201,0.14754098360655737
protein_0054,protein_0202,0.12195121951219512
protein_0054,protein_0203,0.4634146341463415
protein_0054,protein_0204,0.1452991452991453
protein_0054,protein_0205,0.14351851851851852
protein_0054,protein_0206,0.17073170731707318
protein_0054,protein_0207,0.40625
protein_0054,protein_0208,0.14925373134328357
protein_0054,protein_0209,0.15
protein_0054,protein_0210,0.13675213675213677
protein_0054,protein_0211,0.14516129032258066
protein_0054,protein_0212,0.1652892561983471
protein_0054,protein_0213,0.1694915254237288
protein_0054,protein_0215,0.13385826771653545
protein_0054,protein_0216,0.11570247933884298
protein_0054,protein_0217,0.15
protein_0054,protein_0218,0.14189189189189189
protein_0054,protein_0219,0.392
protein_0054,protein_0220,0.152
protein_0054,protein_0221,0.16393442622950818
protein_0054,protein_0222,0.12605042016806722
protein_0054,protein_0223,0.1282051282051282
protein_0054,protein_0224,0.18181818181818182
protein_0054,protein_0225,0.14285714285714285
protein_0054,protein_0226,0.11965811965811966
protein_0054,protein_0227,0.125
protein_0054,protein_0228,0.1487603305785124
protein_0054,protein_0229,0.13445378151260504
protein_0054,protein_0230,0.14049586776859505
protein_0054,protein_0231,0.136
protein_0054,protein_0232,0.1623931623931624
protein_0054,protein_0233,0.13333333333333333
protein_0054,protein_0234,0.13740458015267176
protein_0054,protein_0236,0.17482517482517482
protein_0054,protein_0237,0.17482517482517482
protein_0054,protein_0238,0.16891891891891891
protein_0054,protein_0239,0.12598425196850394
protein_0054,protein_0240,0.11965811965811966
protein_0054,protein_0241,0.14173228346456693
protein_0054,protein_0242,0.13675213675213677
protein_0054,protein_0244,0.13675213675213677
protein_0054,protein_0245,0.16666666666666666
protein_0054,protein_0246,0.1694915254237288
protein_0054,protein_0247,0.18032786885245902
protein_0054,protein_0248,0.14285714285714285
protein_0054,protein_0249,0.16666666666666666
protein_0054,protein_0250,0.14285714285714285
protein_0054,protein_0251,0.11666666666666667
protein_0054,protein_0253,0.14925373134328357
protein_0054,protein_0254,0.09401709401709402
protein_0054,protein_0255,0.12280701754385964
protein_0054,protein_0256,0.3870967741935484
protein_0054,protein_0258,0.11475409836065574
protein_0054,protein_0259,0.14285714285714285
protein_0054,protein_0260,0.14285714285714285
protein_0054,protein_0261,0.19491525423728814
protein_0054,protein_0262,0.15492957746478872
protein_0054,protein_0263,0.15862068965517243
protein_0054,protein_0264,0.1452991452991453
protein_0054,protein_0265,0.1452991452991453
protein_0054,protein_0266,0.1322314049586777
protein_0054,protein_0267,0.1774193548387097
protein_0054,protein_0268,0.14285714285714285
protein_0054,protein_0269,0.38524590163934425
protein_0054,protein_0271,0.13934426229508196
protein_0054,protein_0272,0.1566265060240964
protein_0054,protein_0273,0.17365269461077845
protein_0054,protein_0274,0.15555555555555556
protein_0054,protein_0275,0.18487394957983194
protein_0054,protein_0277,0.11965811965811966
protein_0054,protein_0278,0.13821138211382114
protein_0054,protein_0279,0.13934426229508196
protein_0054,protein_0280,0.15254237288135594
protein_0054,protein_0281,0.1322314049586777
protein_0054,protein_0282,0.13675213675213677
protein_0054,protein_0283,0.14220183486238533
protein_0054,protein_0284,0.21008403361344538
protein_0054,protein_0285,0.11965811965811966
protein_0054,protein_0286,0.17094017094017094
protein_0054,protein_0287,0.12903225806451613
protein_0054,protein_0288,0.14285714285714285
protein_0054,protein_0289,0.1282051282051282
protein_0054,protein_0290,0.14285714285714285
protein_0054,protein_0291,0.17094017094017094
protein_0054,protein_0292,0.16101694915254236
protein_0054,protein_0294,0.17094017094017094
protein_0054,protein_0295,0.1623931623931624
protein_0054,protein_0296,0.37815126050420167
protein_0054,protein_0297,0.15384615384615385
protein_0054,protein_0298,0.13559322033898305
protein_0054,protein_0299,0.16101694915254236
protein_0054,protein_0300,0.13114754098360656
protein_0054,protein_0301,0.13114754098360656
protein_0054,protein_0302,0.11981566820276497
protein_0054,protein_0303,0.1732283464566929
protein_0054,protein_0304,0.17094017094017094
protein_0054,protein_0305,0.144
protein_0054,protein_0306,0.6666666666666666
protein_0054,protein_0307,0.6
protein_0054,protein_0309,0.14285714285714285
protein_0054,protein_0310,0.16666666666666666
protein_0054,protein_0311,0.17094017094017094
protein_0054,protein_0312,0.1111111111111111
protein_0054,protein_0314,0.1532258064516129
protein_0054,protein_0315,0.4262295081967213
protein_0054,protein_0316,0.1282051282051282
protein_0054,protein_0317,0.14285714285714285
protein_0054,protein_0318,0.1984126984126984
protein_0054,protein_0319,0.1282051282051282
protein_0054,protein_0320,0.14166666666666666
protein_0054,protein_0321,0.14049586776859505
protein_0054,protein_0322,0.1452991452991453
protein_0054,protein_0323,0.1328125
protein_0054,protein_0324,0.15384615384615385
protein_0054,protein_0325,0.17557251908396945
protein_0054,protein_0326,0.1282051282051282
protein_0054,protein_0327,0.15
protein_0054,protein_0328,0.14754098360655737
protein_0054,protein_0329,0.14754098360655737
protein_0054,protein_0331,0.16666666666666666
protein_0054,protein_0332,0.1652892561983471
protein_0054,protein_0333,0.1774193548387097
protein_0054,protein_0334,0.18333333333333332
protein_0054,protein_0335,0.16666666666666666
protein_0054,protein_0336,0.12903225806451613
protein_0054,protein_0337,0.14383561643835616
protein_0054,protein_0338,0.152
protein_0054,protein_0339,0.16666666666666666
protein_0054,protein_0340,0.14285714285714285
protein_0054,protein_0341,0.112
protein_0054,protein_0342,0.15254237288135594
protein_0054,protein_0345,0.15384615384615385
protein_0054,protein_0346,0.15384615384615385
protein_0054,protein_0347,0.1452991452991453
protein_0054,protein_0349,0.16153846153846155
protein_0054,protein_0350,0.14049586776859505
protein_0054,protein_0351,0.14634146341463414
protein_0054,protein_0352,0.1282051282051282
protein_0054,protein_0353,0.13178294573643412
protein_0054,protein_0354,0.13008130081300814
protein_0054,protein_0355,0.13245033112582782
